conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description,uniskill_domain,domain_reason
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e23db60-0c3d-498a-a6ac-ffbed0ecb033,knowledge,sector-specific,ICT accessibility standards,"digital accessibility standards
accessibility standards and guidelines
assistive technology standards",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The recommendations for making ICT content and applications more accessible to a wider range of people, mostly with disabilities, such as blindness and low vision, deafness and hearing loss and cognitive limitations. It includes standards such as Web Content Accessibility Guidelines (WCAG).",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775,skill/competence,cross-sector,perform dimensionality reduction,"data feature engineering
t-distributed stochastic neighbor embedding
data feature extraction
data feature selection
multidimensional scaling
t-SNE
Kohonen self-organizing map",,released,2022-07-05T14:37:59.932Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Reduce the number of variables or features for a dataset in machine learning algorithms through methods such as principal component analysis, matrix factorization, autoencoder methods, and others.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e7516dc-0f7c-4686-8b2f-fade4e5d21be,knowledge,sector-specific,3D texturing,"3D Surface Texturing Techniques
3D texturing process",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The process of applying a type of surface to a 3D image.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3e9b580d-811b-48df-a5d1-a7bdd26f901f,skill/competence,cross-sector,prepare financial auditing reports,"write up auditing financial reports
make auditing financial reports ready
prepare auditing reports
formulate auditing financial reports
preparing financial auditing reports
prepare reports on financial audits
prepare auditing financial report",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Compile information on audit findings of financial statements and financial management in order to prepare reports, point out improvement possibilities, and confirm governability.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de,knowledge,occupation-specific,data warehouse,"enterprise data storage
data warehouse solutions
data repository",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The data storage system that analyses and reports on data such as a data mart.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,knowledge,sector-specific,XQuery,XQuery language,"XQuery 3.0
XQuery 1.0",released,2023-06-09T15:22:49.234Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The computer language XQuery is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the international standards organisation World Wide Web Consortium.,in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f,knowledge,sector-specific,ICT security standards,"ICT security compliances
cyber security frameworks
IT security frameworks
cyber security compliances
ICT security frameworks
information security compliances
information security frameworks
cyber security standards
IT security compliances
IT security standards
information security standards",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Best practices and guidelines established for securing information and communication technology (ICT) systems and data. Standards as is the case of ISO 27000 series, provide a framework for implementing effective security controls, including access control, risk assessment and incident management, as well as to provide compliance of anorganisation.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,knowledge,sector-specific,Perl,"Practical Extraction and Report Language
PONIE","PONIE
Practical Extraction and Report Language",released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Perl.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db,skill/competence,cross-sector,demonstrate disciplinary expertise,"exhibit academic proficiency
demonstrate complex understanding of a research area
demonstrate deep knowledge of a research area
demonstrate deep knowledge of a specific research area
demonstrate complex understanding of a specific research area",,released,2024-02-23T16:39:48.713Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Demonstrate deep knowledge and complex understanding of a specific research area, including responsible research, research ethics and scientific integrity principles, privacy and GDPR requirements, related to research activities within a specific discipline.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,skill/competence,cross-sector,use different communication channels,"using different communication channels
operate specific communication channels
handle specific communication channels
utilise specific communication channels
apply specific communication channels
use of different communication channels",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Make use of various types of communication channels such as verbal, handwritten, digital and telephonic communication with the purpose of constructing and sharing ideas or information.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/418a56a2-7cfc-4b6d-8cf5-5c2add99a849,skill/competence,sector-specific,provide ICT system training,deliver ICT system training,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Plan and conduct training of staff on system and network issues. Utilise training material, evaluate and report on the learning progress of trainees.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/41bf7ede-fc84-4a57-8c89-b548d11b0ba1,skill/competence,cross-sector,manage business knowledge,"model ontologies
manage information and knowledge
manage knowledge
formalise knowledge in ICT-system",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Set up structures and distribution policies to enable or improve information exploitation using appropriate tools to extract, create and expand business mastery.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,skill/competence,sector-specific,perform data mining,"mine data
use model data",,released,2024-02-09T17:29:15.968Z,Includes activities on big data.,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Explore large datasets to reveal patterns using statistics, database systems or artificial intelligence and present the information in a comprehensible way.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,,,ICT safety,"ICT well-being maintenance
ICT welfare maintenance
ICT protection
information and communication technologies safety
ICT security
information and communication technology safety",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/digcomp","Personal protection, data protection, digital identity protection, security measures, safe and sustainable use.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb,knowledge,cross-sector,emergent technologies,progressive technologies,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The recent trends, developments and innovations in modern technologies such as biotechnology, artificial intelligence and robotics.",in_domain,linked to the selected IT occupations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/42ed3bfb-1a01-4c8b-9758-fc6438865734,knowledge,sector-specific,Smalltalk (computer programming),"Smalltalk programming system
Smalltalk",,released,2024-02-26T15:03:18.995Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Smalltalk.",in_domain,linked to the selected IT occupations
